CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,ParentMLAction,Error
476,2026-04-13 19:10:42.554,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup51,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11204.13,0.00,13271.34,,
477,2026-04-13 19:10:56.147,MoveToLL,MoveToLL_StackOnTwoML_stick44_robot1_finallocstick44_rpmanipulate_stick39_stick40_gripper1_layer9_layer10,planned,finallocstick44,gripper,0.30,0.30,"0.015759;0.790574;0.147500;3.140516;-0.082237;0.000000","",True,16651.88,0.00,18702.62,,
478,2026-04-13 19:11:15.006,MoveToLL,MoveToLL_StackOnTwoML_stick44_robot1_finallocstick44_rpmanipulate_stick39_stick40_gripper1_layer9_layer10,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11425.37,0.00,13479.17,,
479,2026-04-13 19:11:31.692,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup45,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10789.82,0.00,12829.49,,
480,2026-04-13 19:11:51.576,MoveToLL,MoveToLL_PickUpML_stick43_initlocstick43_robot1_gripper1_rppickup,movel,initlocstick43,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5337.86,0.00,7372.52,,
481,2026-04-13 19:11:59.092,CloseGripperLL,CloseGripperLL_PickUpML_stick43_initlocstick43_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,11.74,0.00,2040.38,,
482,2026-04-13 19:12:01.285,MoveToLL,MoveToLL_PickUpML_stick43_initlocstick43_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5898.51,0.00,7959.70,,
483,2026-04-13 19:12:12.676,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup52,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11272.46,0.00,13308.95,,
484,2026-04-13 19:12:26.312,MoveToLL,MoveToLL_StackOnTwoML_stick43_robot1_finallocstick43_rpmanipulate_stick39_stick38_gripper1_layer9_layer10,planned,finallocstick43,gripper,0.30,0.30,"0.190460;0.668510;0.147500;-2.162530;-2.278831;0.000000","",True,14241.07,0.00,16296.52,,
485,2026-04-13 19:12:42.769,MoveToLL,MoveToLL_StackOnTwoML_stick43_robot1_finallocstick43_rpmanipulate_stick39_stick38_gripper1_layer9_layer10,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7908.62,0.00,9965.77,,
486,2026-04-13 19:12:56.129,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup46,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11293.32,0.00,13343.68,,
487,2026-04-13 19:13:18.969,MoveToLL,MoveToLL_PickUpML_cube10_initloccube10_robot1_gripper1_rppickup,movel,initloccube10,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5280.39,0.00,7336.32,,
488,2026-04-13 19:13:26.457,CloseGripperLL,CloseGripperLL_PickUpML_cube10_initloccube10_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,14.21,0.00,2041.67,,
489,2026-04-13 19:13:28.650,MoveToLL,MoveToLL_PickUpML_cube10_initloccube10_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5911.89,0.00,7962.58,,
490,2026-04-13 19:13:39.959,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup53,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10737.71,0.00,12792.06,,
491,2026-04-13 19:13:53.021,MoveToLL,MoveToLL_StackML_cube10_stick41_robot1_gripper1_finloccube10_rpmanipulate,planned,finloccube10,gripper,0.30,0.30,"-0.262790;0.912546;0.147500;-1.327694;-2.847250;0.000000","",True,16010.76,0.00,18056.79,,
492,2026-04-13 19:14:11.216,MoveToLL,MoveToLL_StackML_cube10_stick41_robot1_gripper1_finloccube10_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9335.60,0.00,11374.41,,
493,2026-04-13 19:14:25.752,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup47,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10838.88,0.00,12872.44,,
494,2026-04-13 19:14:47.895,MoveToLL,MoveToLL_PickUpML_cube9_initloccube9_robot1_gripper1_rppickup,movel,initloccube9,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6158.67,0.00,8210.19,,
495,2026-04-13 19:14:56.258,CloseGripperLL,CloseGripperLL_PickUpML_cube9_initloccube9_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,3.38,0.00,2041.50,,
496,2026-04-13 19:14:58.438,MoveToLL,MoveToLL_PickUpML_cube9_initloccube9_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5949.27,0.00,7982.85,,
497,2026-04-13 19:15:09.830,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup54,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11273.85,0.00,13330.01,,
498,2026-04-13 19:15:23.464,MoveToLL,MoveToLL_StackML_cube9_stick37_robot1_gripper1_finloccube9_rpmanipulate,planned,finloccube9,gripper,0.30,0.30,"0.263898;0.973028;0.147500;2.847250;1.327694;0.000000","",True,16694.37,0.00,18722.65,,
499,2026-04-13 19:15:42.335,MoveToLL,MoveToLL_StackML_cube9_stick37_robot1_gripper1_finloccube9_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10055.40,0.00,12088.54,,
500,2026-04-13 19:15:57.853,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup48,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11261.73,0.00,13307.97,,
501,2026-04-13 19:16:22.254,MoveToLL,MoveToLL_PickUpML_stick45_initlocstick45_robot1_gripper1_rppickup,movel,initlocstick45,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5289.34,0.00,7333.71,,
502,2026-04-13 19:16:29.746,CloseGripperLL,CloseGripperLL_PickUpML_stick45_initlocstick45_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,10.26,0.00,2057.23,,
503,2026-04-13 19:16:31.968,MoveToLL,MoveToLL_PickUpML_stick45_initlocstick45_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5830.67,0.00,7873.46,,
504,2026-04-13 19:16:43.151,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup55,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10750.85,0.00,12806.75,,
505,2026-04-13 19:16:56.257,MoveToLL,MoveToLL_StackOnTwoML_stick45_robot1_finallocstick45_rpmanipulate_stick41_stick40_gripper1_layer9_layer10,planned,finallocstick45,gripper,0.30,0.30,"-0.137540;0.960831;0.147500;2.278831;2.162530;0.000000","",True,16682.09,0.00,18723.40,,
506,2026-04-13 19:17:15.129,MoveToLL,MoveToLL_StackOnTwoML_stick45_robot1_finallocstick45_rpmanipulate_stick41_stick40_gripper1_layer9_layer10,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9357.19,0.00,11381.38,,
507,2026-04-13 19:17:32.806,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup49,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10914.84,0.00,12946.00,,
508,2026-04-13 19:17:49.645,MoveToLL,MoveToLL_PickUpML_stick47_initlocstick47_robot1_gripper1_rppickup,movel,initlocstick47,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5278.31,0.00,7330.51,,
509,2026-04-13 19:17:57.123,CloseGripperLL,CloseGripperLL_PickUpML_stick47_initlocstick47_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.67,0.00,2051.70,,
510,2026-04-13 19:17:59.315,MoveToLL,MoveToLL_PickUpML_stick47_initlocstick47_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5917.35,0.00,7965.70,,
511,2026-04-13 19:18:10.534,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup56,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10758.24,0.00,12785.24,,
512,2026-04-13 19:18:23.619,MoveToLL,MoveToLL_StackOnTwoML_stick47_robot1_finallocstick47_rpmanipulate_stick42_stick43_gripper1_layer10_layer11,planned,finallocstick47,gripper,0.30,0.30,"0.298514;0.717754;0.165000;-1.176861;-2.912834;0.000000","",True,15090.32,0.00,17128.72,,
513,2026-04-13 19:18:40.902,MoveToLL,MoveToLL_StackOnTwoML_stick47_robot1_finallocstick47_rpmanipulate_stick42_stick43_gripper1_layer10_layer11,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9312.82,0.00,11390.72,,
514,2026-04-13 19:18:55.591,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup50,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10735.91,0.00,12770.46,,
515,2026-04-13 19:19:35.758,MoveToLL,MoveToLL_PickUpML_stick46_initlocstick46_robot1_gripper1_rppickup,movel,initlocstick46,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5834.17,0.00,7854.66,,
516,2026-04-13 19:19:43.802,CloseGripperLL,CloseGripperLL_PickUpML_stick46_initlocstick46_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.88,0.00,2018.74,,
517,2026-04-13 19:19:45.999,MoveToLL,MoveToLL_PickUpML_stick46_initlocstick46_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5130.32,0.00,7160.33,,
518,2026-04-13 19:19:56.545,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup57,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11331.22,0.00,13355.74,,
519,2026-04-13 19:20:10.257,MoveToLL,MoveToLL_StackOnTwoML_stick46_robot1_finallocstick46_rpmanipulate_stick42_cube9_gripper1_layer10_layer11,planned,finallocstick46,gripper,0.30,0.30,"0.315197;0.926850;0.165000;1.227518;-2.891851;0.000000","",True,19829.51,0.00,21871.01,,
520,2026-04-13 19:20:32.364,MoveToLL,MoveToLL_StackOnTwoML_stick46_robot1_finallocstick46_rpmanipulate_stick42_cube9_gripper1_layer10_layer11,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12761.51,0.00,14802.51,,
521,2026-04-13 19:20:50.750,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup51,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11118.55,0.00,13154.92,,
522,2026-04-13 19:21:19.556,MoveToLL,MoveToLL_PickUpML_stick50_initlocstick50_robot1_gripper1_rppickup,movel,initlocstick50,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6144.89,0.00,8217.69,,
523,2026-04-13 19:21:27.946,CloseGripperLL,CloseGripperLL_PickUpML_stick50_initlocstick50_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,11.60,0.00,2073.18,,
524,2026-04-13 19:21:30.183,MoveToLL,MoveToLL_PickUpML_stick50_initlocstick50_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6372.15,0.00,8489.80,,
525,2026-04-13 19:21:42.170,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup58,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11185.37,0.00,13240.81,,
526,2026-04-13 19:21:55.757,MoveToLL,MoveToLL_StackOnTwoML_stick50_robot1_finallocstick50_rpmanipulate_cube10_stick45_gripper1_layer10_layer11,planned,finallocstick50,gripper,0.30,0.30,"-0.231578;0.941635;0.165000;-1.227518;-2.891851;0.000000","",True,16630.97,0.00,18682.24,,
527,2026-04-13 19:22:14.592,MoveToLL,MoveToLL_StackOnTwoML_stick50_robot1_finallocstick50_rpmanipulate_cube10_stick45_gripper1_layer10_layer11,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9322.73,0.00,11380.59,,
528,2026-04-13 19:22:29.391,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup52,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11276.26,0.00,13322.54,,
529,2026-04-13 19:22:50.115,MoveToLL,MoveToLL_PickUpML_stick49_initlocstick49_robot1_gripper1_rppickup,movel,initlocstick49,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6354.23,0.00,8430.61,,
530,2026-04-13 19:22:58.707,CloseGripperLL,CloseGripperLL_PickUpML_stick49_initlocstick49_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,15.47,0.00,2056.25,,
531,2026-04-13 19:23:00.922,MoveToLL,MoveToLL_PickUpML_stick49_initlocstick49_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5821.46,0.00,7864.16,,
532,2026-04-13 19:23:12.316,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup59,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11163.38,0.00,13213.08,,
533,2026-04-13 19:23:25.911,MoveToLL,MoveToLL_StackOnTwoML_stick49_robot1_finallocstick49_rpmanipulate_stick45_stick44_gripper1_layer10_layer11,planned,finallocstick49,gripper,0.30,0.30,"-0.029486;0.911587;0.165000;2.912834;1.176861;0.000000","",True,15769.31,0.00,17853.25,,
534,2026-04-13 19:23:43.934,MoveToLL,MoveToLL_StackOnTwoML_stick49_robot1_finallocstick49_rpmanipulate_stick45_stick44_gripper1_layer10_layer11,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9309.79,0.00,11351.40,,
535,2026-04-13 19:23:58.865,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup53,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11120.12,0.00,13158.20,,
536,2026-04-13 19:24:31.898,MoveToLL,MoveToLL_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,movel,initlocstick48,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5328.41,0.00,7367.55,,
537,2026-04-13 19:24:39.452,CloseGripperLL,CloseGripperLL_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.35,0.00,2046.39,,
538,2026-04-13 19:24:41.686,MoveToLL,MoveToLL_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5824.33,0.00,7873.99,,
539,2026-04-13 19:24:53.142,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup60,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11111.40,0.00,13159.96,,
540,2026-04-13 19:25:06.753,MoveToLL,MoveToLL_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,planned,finallocstick48,gripper,0.30,0.30,"0.069447;0.713755;0.165000;2.891851;1.227518;0.000000","",True,16527.31,0.00,18580.66,,
541,2026-04-13 19:25:25.559,MoveToLL,MoveToLL_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8550.93,0.00,10620.61,,
542,2026-04-13 19:25:40.082,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup54,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10882.55,0.00,12921.62,,
543,2026-04-13 19:26:27.087,MoveToLL,MoveToLL_PickUpML_cube12_initloccube12_robot1_gripper1_rppickup,movel,initloccube12,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5423.66,0.00,7491.31,,
544,2026-04-13 19:26:34.847,CloseGripperLL,CloseGripperLL_PickUpML_cube12_initloccube12_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.10,0.00,2075.50,,
545,2026-04-13 19:26:37.130,MoveToLL,MoveToLL_PickUpML_cube12_initloccube12_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6329.40,0.00,8376.63,,
546,2026-04-13 19:26:49.188,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup61,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11066.86,0.00,13080.28,,
547,2026-04-13 19:27:02.613,MoveToLL,MoveToLL_StackML_cube12_stick50_robot1_gripper1_finloccube12_rpmanipulate,planned,finloccube12,gripper,0.30,0.30,"-0.270423;0.904124;0.182500;-1.227518;-2.891851;0.000000","",True,15848.47,0.00,17882.58,,
548,2026-04-13 19:27:20.680,MoveToLL,MoveToLL_StackML_cube12_stick50_robot1_gripper1_finloccube12_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9307.97,0.00,11346.12,,
549,2026-04-13 19:27:35.462,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup55,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11270.44,0.00,13309.98,,
550,2026-04-13 19:28:01.381,MoveToLL,MoveToLL_PickUpML_stick54_initlocstick54_robot1_gripper1_rppickup,movel,initlocstick54,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5380.91,0.00,7425.89,,
551,2026-04-13 19:28:08.992,CloseGripperLL,CloseGripperLL_PickUpML_stick54_initlocstick54_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.04,0.00,2051.05,,
552,2026-04-13 19:28:11.202,MoveToLL,MoveToLL_PickUpML_stick54_initlocstick54_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5850.81,0.00,7875.86,,
553,2026-04-13 19:28:22.615,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup62,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11160.36,0.00,13210.99,,
554,2026-04-13 19:28:36.312,MoveToLL,MoveToLL_StackOnTwoML_stick54_robot1_finallocstick54_rpmanipulate_stick50_stick49_gripper1_layer11_layer12,planned,finallocstick54,gripper,0.30,0.30,"-0.148846;0.961028;0.182500;-2.201971;-2.240742;0.000000","",True,16476.61,0.00,18540.24,,
555,2026-04-13 19:28:55.043,MoveToLL,MoveToLL_StackOnTwoML_stick54_robot1_finallocstick54_rpmanipulate_stick50_stick49_gripper1_layer11_layer12,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9294.69,0.00,11341.17,,
556,2026-04-13 19:29:09.898,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup56,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11185.18,0.00,13230.58,,
557,2026-04-13 19:29:40.496,MoveToLL,MoveToLL_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,movel,initlocstick51,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5439.41,0.00,7478.88,,
558,2026-04-13 19:29:48.156,CloseGripperLL,CloseGripperLL_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,24.12,0.00,2072.73,,
559,2026-04-13 19:29:50.398,MoveToLL,MoveToLL_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5830.29,0.00,7888.50,,
560,2026-04-13 19:30:01.735,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup63,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11249.54,0.00,13298.11,,
561,2026-04-13 19:30:15.419,MoveToLL,MoveToLL_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,planned,finallocstick51,gripper,0.30,0.30,"0.343957;0.827461;0.182500;-0.027415;-3.141473;0.000000","",True,16592.91,0.00,18641.92,,
562,2026-04-13 19:30:34.235,MoveToLL,MoveToLL_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11439.56,0.00,13463.58,,
563,2026-04-13 19:30:51.072,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup57,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11311.16,0.00,13368.48,,
564,2026-04-13 19:31:51.615,MoveToLL,MoveToLL_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,movel,initloccube11,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5262.86,0.00,7329.90,,
565,2026-04-13 19:31:59.113,CloseGripperLL,CloseGripperLL_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,11.24,0.00,2068.25,,
566,2026-04-13 19:32:01.349,MoveToLL,MoveToLL_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5839.51,0.00,7884.63,,
567,2026-04-13 19:32:12.598,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup64,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11337.23,0.00,13371.71,,
