CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
339,2026-05-04 14:53:53.873,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9356.48,0.00,11391.57,139.25,0.00,139.25,,
340,2026-05-04 14:54:09.271,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup37,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,14985.07,0.00,17042.74,4005.96,0.00,4005.96,,
341,2026-05-04 14:54:26.587,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,movel,initlocstick31,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6322.86,0.00,8348.52,273.07,0.00,273.07,,
342,2026-05-04 14:54:35.064,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,11.44,0.00,2036.07,128.43,0.00,128.43,,
343,2026-05-04 14:54:37.234,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick31_initlocstick31_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5954.71,0.00,7978.10,133.81,0.00,133.81,,
344,2026-05-04 14:54:49.460,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup40,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15468.30,0.00,17504.80,4248.13,0.00,4248.13,,
345,2026-05-04 14:55:07.225,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick26_stick27_gripper1_layer6_layer7,planned,finallocstick31,,0.30,0.30,"-0.014958;0.894274;0.095000;2.987832;0.970806;0.000000","",True,18334.79,0.00,20393.84,260.29,0.00,260.29,,
346,2026-05-04 14:55:27.742,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick31_robot1_finallocstick31_rpmanipulate_stick26_stick27_gripper1_layer6_layer7,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10775.48,0.00,12809.18,123.71,0.00,123.71,,
347,2026-05-04 14:55:45.158,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup38,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15202.25,0.00,17243.24,4606.12,0.00,4606.12,,
348,2026-05-04 14:56:02.660,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,movel,initlocstick35,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6317.88,0.00,8363.00,259.01,0.00,259.01,,
349,2026-05-04 14:56:11.148,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,17.35,0.00,2034.11,125.11,0.00,125.11,,
350,2026-05-04 14:56:13.306,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5957.41,0.00,7981.09,123.42,0.00,123.42,,
351,2026-05-04 14:56:25.439,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup41,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15557.09,0.00,17599.60,4152.75,0.00,4152.75,,
352,2026-05-04 14:56:43.304,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick31_stick30_gripper1_layer7_layer8,planned,finallocstick35,,0.30,0.30,"0.014774;0.779310;0.112500;3.135733;-0.191790;0.000000","",True,19126.55,0.00,21162.83,265.25,0.00,265.25,,
353,2026-05-04 14:57:04.599,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick31_stick30_gripper1_layer7_layer8,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15678.81,0.00,17715.39,132.06,0.00,132.06,,
354,2026-05-04 14:57:26.302,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup39,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15032.08,0.00,17063.41,3987.45,0.00,3987.45,,
355,2026-05-04 14:57:43.620,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,movel,initlocstick34,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6326.48,0.00,8368.64,254.34,0.00,254.34,,
356,2026-05-04 14:57:52.113,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.90,0.00,2032.94,125.05,0.00,125.05,,
357,2026-05-04 14:57:54.272,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5962.53,0.00,7998.13,126.16,0.00,126.16,,
358,2026-05-04 14:58:06.705,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup42,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15285.86,0.00,17317.32,4433.89,0.00,4433.89,,
359,2026-05-04 14:58:24.293,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick29_stick30_gripper1_layer7_layer8,planned,finallocstick34,,0.30,0.30,"0.201724;0.669496;0.112500;-2.081682;-2.352914;0.000000","",True,16689.68,0.00,18755.20,271.18,0.00,271.18,,
360,2026-05-04 14:58:43.177,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick29_stick30_gripper1_layer7_layer8,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9383.72,0.00,11400.36,128.93,0.00,128.93,,
361,2026-05-04 14:58:58.531,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup40,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15047.24,0.00,17096.23,3953.21,0.00,3953.21,,
362,2026-05-04 14:59:15.888,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,movel,initloccube8,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6317.34,0.00,8361.89,261.17,0.00,261.17,,
363,2026-05-04 14:59:24.380,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.64,0.00,2059.62,130.26,0.00,130.26,,
364,2026-05-04 14:59:26.579,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube8_initloccube8_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5909.28,0.00,7969.22,139.53,0.00,139.53,,
365,2026-05-04 14:59:38.654,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup43,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14962.79,0.00,17002.53,4105.79,0.00,4105.79,,
366,2026-05-04 14:59:55.925,MoveToLL,MoveToLL_moveToObjPosition_StackML_cube8_stick32_robot1_gripper1_finalloccube8_rpmanipulate,planned,finalloccube8,,0.30,0.30,"-0.254589;0.920415;0.112500;-1.426253;-2.799180;0.000000","",True,19096.64,0.00,21162.23,267.55,0.00,267.55,,
367,2026-05-04 15:00:17.216,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube8_stick32_robot1_gripper1_finalloccube8_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11474.05,0.00,13505.38,129.51,0.00,129.51,,
368,2026-05-04 15:00:34.681,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup41,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15066.84,0.00,17091.52,3959.17,0.00,3959.17,,
369,2026-05-04 15:00:52.019,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,movel,initloccube7,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6348.50,0.00,8374.45,247.04,0.00,247.04,,
370,2026-05-04 15:01:00.521,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.36,0.00,2070.68,127.67,0.00,127.67,,
371,2026-05-04 15:01:02.721,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5953.46,0.00,7978.57,129.26,0.00,129.26,,
372,2026-05-04 15:01:14.788,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup44,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14960.60,0.00,16991.31,4087.73,0.00,4087.73,,
373,2026-05-04 15:01:32.032,MoveToLL,MoveToLL_moveToObjPosition_StackML_cube7_stick28_robot1_gripper1_finalloccube7_rpmanipulate,planned,finalloccube7,,0.30,0.30,"0.250586;0.980687;0.113500;2.799180;1.426253;0.000000","",True,17516.35,0.00,19569.20,253.14,0.00,253.14,,
374,2026-05-04 15:01:51.731,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube7_stick28_robot1_gripper1_finalloccube7_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12184.13,0.00,14208.32,129.82,0.00,129.82,,
375,2026-05-04 15:02:09.838,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup42,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15121.30,0.00,17151.27,3898.73,0.00,3898.73,,
376,2026-05-04 15:02:27.252,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,movel,initlocstick36,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6327.95,0.00,8361.29,262.02,0.00,262.02,,
377,2026-05-04 15:02:35.739,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.46,0.00,2069.83,126.10,0.00,126.10,,
378,2026-05-04 15:02:37.936,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5252.76,0.00,7282.71,127.10,0.00,127.10,,
379,2026-05-04 15:02:49.650,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup45,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15284.52,0.00,17317.93,4431.70,0.00,4431.70,,
380,2026-05-04 15:03:07.218,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,planned,finallocstick36,,0.30,0.30,"-0.126276;0.959845;0.112500;2.352914;2.081682;0.000000","",True,16720.94,0.00,18777.22,249.37,0.00,249.37,,
381,2026-05-04 15:03:26.116,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11494.57,0.00,13512.63,121.62,0.00,121.62,,
382,2026-05-04 15:03:43.794,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup9,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10748.09,0.00,12766.49,4165.30,0.00,4165.30,,
383,2026-05-04 15:03:56.837,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup5,play_program,,,0.50,1.00,"","",True,21215.01,0.00,23268.00,276.37,0.00,276.37,,
384,2026-05-04 15:04:20.355,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup5,play_program,,,0.50,1.00,"","",True,10440.36,0.00,12481.67,249.84,0.00,249.84,,
385,2026-05-04 15:04:37.174,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup5,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11279.66,0.00,13328.72,4337.65,0.00,4337.65,,
386,2026-05-04 15:04:50.752,NailingLL,NailingLL_nailStep_NailingML_cube7_stick28_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.250586;0.980687;0.133550;0.000000;0.000000;0.000000","",True,27159.34,0.00,29192.63,248.93,0.00,248.93,,
387,2026-05-04 15:05:23.963,NailingLL,NailingLL_nailStep_NailingML_cube8_stick32_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.251959;0.922325;0.132575;0.000000;0.000000;0.000000","",True,17866.34,0.00,19908.36,4018.10,0.00,4018.10,,
388,2026-05-04 15:05:47.987,NailingLL,NailingLL_nailStep_NailingML_stick33_stick28_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.334189;0.919946;0.133575;0.000000;0.000000;0.000000","",True,15376.58,0.00,17410.91,4115.56,0.00,4115.56,,
389,2026-05-04 15:06:09.488,NailingLL,NailingLL_nailStep_NailingML_stick33_stick29_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.358103;0.784740;0.133050;0.000000;0.000000;0.000000","",True,7387.80,0.00,9426.46,4090.29,0.00,4090.29,,
390,2026-05-04 15:06:23.037,NailingLL,NailingLL_nailStep_NailingML_stick34_stick29_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.271639;0.678080;0.132575;0.000000;0.000000;0.000000","",True,9752.38,0.00,11794.92,4123.16,0.00,4123.16,,
391,2026-05-04 15:06:38.950,NailingLL,NailingLL_nailStep_NailingML_stick34_stick30_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.138386;0.661719;0.132550;0.000000;0.000000;0.000000","",True,8162.42,0.00,10200.86,4117.36,0.00,4117.36,,
392,2026-05-04 15:06:53.276,NailingLL,NailingLL_nailStep_NailingML_stick35_stick30_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.011642;0.753804;0.132550;0.000000;0.000000;0.000000","",True,11365.26,0.00,13397.24,4125.72,0.00,4125.72,,
393,2026-05-04 15:07:10.810,NailingLL,NailingLL_nailStep_NailingML_stick35_stick31_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.022551;0.842648;0.132550;0.000000;0.000000;0.000000","",True,12952.96,0.00,14985.44,4136.48,0.00,4136.48,,
394,2026-05-04 15:07:29.689,NailingLL,NailingLL_nailStep_NailingML_stick36_stick31_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.056361;0.951261;0.132550;0.000000;0.000000;0.000000","",True,13266.76,0.00,15308.82,3893.83,0.00,3893.83,,
395,2026-05-04 15:07:49.239,NailingLL,NailingLL_nailStep_NailingML_stick36_stick32_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.189614;0.967622;0.132550;0.000000;0.000000;0.000000","",True,15252.06,0.00,17283.53,4241.35,0.00,4241.35,,
396,2026-05-04 15:08:14.650,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup10,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,13558.86,0.00,15641.51,8126.91,0.00,8126.91,,
397,2026-05-04 15:08:30.847,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup5,play_program,,,0.50,1.00,"","",True,7279.38,0.00,9331.29,555.26,0.00,555.26,,
398,2026-05-04 15:08:40.448,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup5,play_program,,,0.50,1.00,"","",True,21179.66,0.00,23226.15,270.46,0.00,270.46,,
399,2026-05-04 15:09:07.835,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup_dup5,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,18114.85,0.00,20146.43,4160.06,0.00,4160.06,,
400,2026-05-04 15:09:28.233,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick38_initlocstick38_robot1_gripper1_rppickup,movel,initlocstick38,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6328.46,0.00,8370.07,251.48,0.00,251.48,,
401,2026-05-04 15:09:36.736,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick38_initlocstick38_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,15.30,0.00,2056.70,133.32,0.00,133.32,,
402,2026-05-04 15:09:38.916,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick38_initlocstick38_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5941.29,0.00,7984.43,123.65,0.00,123.65,,
403,2026-05-04 15:09:50.943,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup46,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14961.76,0.00,17007.31,4042.42,0.00,4042.42,,
404,2026-05-04 15:10:08.212,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick38_robot1_finallocstick38_rpmanipulate_stick33_stick34_gripper1_layer8_layer9,planned,finallocstick38,,0.30,0.30,"0.306080;0.726157;0.130000;-1.074488;-2.952131;0.000000","",True,18310.26,0.00,20366.72,261.37,0.00,261.37,,
405,2026-05-04 15:10:28.723,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick38_robot1_finallocstick38_rpmanipulate_stick33_stick34_gripper1_layer8_layer9,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11441.71,0.00,13490.79,144.38,0.00,144.38,,
406,2026-05-04 15:10:46.607,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup43,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15314.71,0.00,17360.54,4393.05,0.00,4393.05,,
407,2026-05-04 15:11:04.234,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick37_initlocstick37_robot1_gripper1_rppickup,movel,initlocstick37,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6321.20,0.00,8354.68,267.09,0.00,267.09,,
408,2026-05-04 15:11:12.718,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick37_initlocstick37_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,16.89,0.00,2044.35,129.05,0.00,129.05,,
409,2026-05-04 15:11:14.892,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick37_initlocstick37_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5937.38,0.00,7977.10,129.88,0.00,129.88,,
410,2026-05-04 15:11:27.122,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup47,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15463.14,0.00,17502.07,4252.93,0.00,4252.93,,
411,2026-05-04 15:11:44.882,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick37_robot1_finallocstick37_rpmanipulate_cube7_stick33_gripper1_layer8_layer9,planned,finallocstick37,,0.30,0.30,"0.305264;0.938318;0.131000;1.327694;-2.847250;0.000000","",True,20721.60,0.00,22771.11,257.63,0.00,257.63,,
412,2026-05-04 15:12:07.778,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick37_robot1_finallocstick37_rpmanipulate_cube7_stick33_gripper1_layer8_layer9,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,21307.86,0.00,23339.00,124.90,0.00,124.90,,
413,2026-05-04 15:12:35.284,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup44,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15537.94,0.00,17586.45,4166.67,0.00,4166.67,,
414,2026-05-04 15:12:53.127,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick39_initlocstick39_robot1_gripper1_rppickup,movel,initlocstick39,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6304.08,0.00,8367.33,256.69,0.00,256.69,,
415,2026-05-04 15:13:01.621,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick39_initlocstick39_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.09,0.00,2026.94,126.93,0.00,126.93,,
416,2026-05-04 15:13:03.776,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick39_initlocstick39_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5275.29,0.00,7292.63,127.76,0.00,127.76,,
417,2026-05-04 15:13:15.242,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup48,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15544.18,0.00,17580.33,4173.04,0.00,4173.04,,
